ARTISTA,ARTISTB
"['59618', 'giant-panda-guerilla-dub-squad', 'Giant Panda Guerilla Dub Squad']","['59617', 'giant-panda-guerilla-dub-sqaud', 'Giant Panda Guerilla Dub Sqaud']"
"['59644', 'gibson-wilbanks', 'Gibson Wilbanks']","['59643', 'gibson-wilanks', 'Gibson Wilanks']"
"['59682', 'gigatron2000', 'Gigatron2000']","['59681', 'gigatron-2000', 'Gigatron 2000']"
"['59738', 'giliiard-lopes', 'Giliiard Lop\xc3\xa9s']","['59737', 'giliard-lopes', 'Giliard Lopes']"
"['59795', 'gina-sicillia', 'Gina Sicillia']","['59794', 'gina-sicilia', 'Gina Sicilia']"
"['59996', 'giulia-millanta', 'Giulia Millanta']","['59995', 'giulia-milanta', 'Giulia Milanta']"
"['60015', 'give-me-the-creeps', 'Give Me The Creeps']","['60026', 'give-me-the-creeeps', 'Give me the creeeps']"
"['60179', 'glen-phillips', 'Glen Phillips']","['60178', 'glen-philips', 'Glen Philips']"
"['60214', 'glenn-zaleski', 'Glenn Zaleski']","['60213', 'glenn-zalenski', 'Glenn Zalenski']"
"['60547', 'going-home-in-a-bodybag', 'Going Home In A Bodybag']","['60546', 'going-home-in-a-body-bag', 'Going Home In A Body Bag']"
"['60552', 'goitzsche-front', 'Goitzsche Front']","['60551', 'goitsche-front', 'Goitsche Front']"
"['60587', 'gold-star-dance-coompany', 'Gold Star Dance Coompany']","['60586', 'gold-star-dance-company', 'Gold Star Dance Company']"
"['60700', 'gomadi-monster', 'Gomadi & Monster']","['57854', 'gomad-monster', 'GOMAD! & MONSTER']"
"['60821', 'good-riddance', 'Good Riddance']","['60820', 'good-ridance', 'Good Ridance']"
"['60887', 'goodnight-blue-moon', 'Goodnight Blue Moon']","['60886', 'goodnight-blu-moon', 'Goodnight Blu Moon']"
"['6091', 'all-tomorrows-petty', 'All Tomorrows Petty']","['6090', 'all-tomorrow-s-petty', ""All Tomorrow's Petty""]"
"['61095', 'gove-scrivenor', 'Gove Scrivenor']","['61094', 'gove-schrivenor', 'Gove Schrivenor']"
"['61242', 'graham-weber', 'Graham Weber']","['61241', 'graham-webber', 'Graham Webber']"
"['6144', 'allah-las', 'Allah-Las']","['6143', 'allah-lahs', 'Allah-Lahs']"
"['61530', 'gravity-layne', 'Gravity Layne']","['61529', 'gravity-lane', 'Gravity Lane']"
"['61711', 'green-river-ordinance', 'Green River Ordinance']","['61710', 'green-river-ordiance', 'Green River Ordiance']"
"['61747', 'greensky-bluesgrass', 'Greensky Bluesgrass']","['61746', 'greensky-bluegrass', 'Greensky Bluegrass']"
"['6176', 'allegeaon', 'Allegeaon']","['2356', 'allegeaeon', 'ALLEGEAEON']"
"['61770', 'greg-brockmann', 'Greg Brockmann']","['175830', 'greg-brockman', 'greg brockman']"
"['61871', 'greg-sankovich-piano-keyboards', 'Greg Sankovich - piano & keyboards']","['61870', 'greg-sankovich-piano-keyboard', 'Greg Sankovich - piano & keyboard']"
"['61930', 'gregory-alan-isakov', 'Gregory Alan Isakov']","['61929', 'gregory-alan-isaakov', 'Gregory Alan Isaakov']"
"['61942', 'gregory-mckilop', 'Gregory McKilop']","['61941', 'gregory-mckillop', 'Gregory McKillop']"
"['6209', 'allen-watts-b2b-jak-aggas', 'Allen Watts B2B Jak Aggas']","['6208', 'allen-watts-b2b-jack-aggas', 'Allen Watts B2B Jack Aggas']"
"['62126', 'gringo-starr', 'Gringo Starr']","['62125', 'gringo-star', 'Gringo Star']"
"['62306', 'grown-up-avengers-stuff', 'Grown Up Avengers Stuff']","['62305', 'grown-up-avenger-stuff', 'Grown Up Avenger Stuff']"
"['62384', 'guanabatz', 'Guanabatz']","['62383', 'guana-batz', 'Guana Batz']"
"['62455', 'guido-bistrelli', 'Guido Bistrelli']","['62454', 'guido-bistarelli', 'Guido Bistarelli']"
"['62475', 'guillaume-bourbon-vocal-guitars-effets', 'Guillaume Bourbon : Vocal/Guitars/Effets']","['62474', 'guillaume-bourbon-voc-guitars-effects', 'Guillaume Bourbon : Voc/Guitars/Effects']"
"['62497', 'guilty-by-designs', 'Guilty By Designs']","['62496', 'guilty-by-design', 'Guilty By Design']"
"['62662', 'guthrie-trapp', 'Guthrie Trapp']","['62661', 'guthrie-trap', 'Guthrie Trap']"
"['63203', 'haas-krowert-tice', 'Haas Krowert & Tice']","['63202', 'haas-kowert-tice', 'Haas Kowert Tice']"
"['63313', 'hailee-steinfield', 'Hailee Steinfield']","['63312', 'hailee-steinfeld', 'Hailee Steinfeld']"
"['63353', 'hakan-hellstrom', 'Hakan Hellstrom']","['68154', 'hakan-hellstom', 'H\xc3\xa5kan Hellst\xc3\xb6m']"
"['63394', 'haley-michaels', 'Haley & Michaels']","['63393', 'haley-michael', 'Haley & Michael']"
"['63694', 'handsum-costanza', 'Handsum Costanza']","['63693', 'handsum-constanza', 'Handsum Constanza']"
"['63729', 'hank-cupcakes', 'Hank & Cupcakes']","['63728', 'hank-cupcake', 'Hank & Cupcake']"
"['63985', 'hard-days-night', 'Hard Days Night']","['63984', 'hard-day-s-night', ""Hard Day's Night""]"
"['64005', 'hard-times-for-giants', 'Hard Times For Giants']","['64004', 'hard-times-for-giant', 'Hard Times For Giant']"
"['64109', 'harmonica-lewinskies', 'Harmonica Lewinskies']","['64108', 'harmonica-lewinski', 'Harmonica Lewinski']"
"['64297', 'harvey-mclaughlin', 'Harvey McLaughlin']","['64296', 'harvey-mclaughin', 'Harvey McLaughin']"
"['64427', 'haunted-windchimes', 'Haunted Windchimes']","['64426', 'haunted-wind-chimes', 'Haunted Wind Chimes']"
"['64535', 'hayden-summerall', 'Hayden Summerall']","['64537', 'hayden-sumerall', 'Hayden sumerall']"
"['64539', 'hayes-carll', 'Hayes Carll']","['64538', 'hayes-carl', 'Hayes Carl']"
"['64614', 'hb-surroundsound', 'Hb Surroundsound']","['62958', 'hb-surround-sound', 'HB Surround Sound']"
"['64677', 'headbangers-balls', 'Headbangers Balls']","['64676', 'headbangers-ball', 'Headbangers Ball']"
"['64694', 'headless-horsman', 'Headless Horsman']","['64693', 'headless-horseman', 'Headless Horseman']"
"['64868', 'heartthrrob', 'Heartthrrob']","['64867', 'heartthrob', 'Heartthrob']"
"['6496', 'alter-der-ruine', 'Alter Der Ruine']","['6495', 'alter-der-ruin', 'Alter Der Ruin']"
"['64980', 'heaven-shall-burn-unearth-rise-to-remain-neaera', 'Heaven Shall Burn, Unearth, Rise to Remain, Neaera']","['64979', 'heaven-shall-burn-unearth-rise-to-remain-naeara', 'Heaven Shall Burn, Unearth, Rise to Remain, Naeara']"
"['65069', 'heavyweight-djs', 'HeavyWeight DJs']","['65080', 'heavyweight-dj-s', ""Heavyweight DJ's""]"
"['65226', 'helado-negro', 'Helado Negro']","['65225', 'helado-nego', 'Helado Nego']"
"['65431', 'hello-piedpiper', 'Hello Piedpiper']","['65430', 'hello-piediper', 'Hello Piediper']"
"['65578', 'henrik-schwarz', 'Henrik Schwarz']","['65577', 'henrik-schwartz', 'Henrik Schwartz']"
"['65756', 'herida-profunda', 'Herida Profunda']","['65755', 'herida-profuna', 'Herida Profuna']"
"['65807', 'heroes-and-villians', 'Heroes and Villians']","['65806', 'heroes-and-villans', 'Heroes and Villans']"
"['65918', 'hey-marseillies', 'Hey Marseillies']","['65917', 'hey-marseilles', 'Hey Marseilles']"
"['66035', 'hideous-divnity', 'Hideous Divnity']","['66034', 'hideous-divinity', 'Hideous Divinity']"
"['66265', 'hillbilly-rockstzrz', 'Hillbilly Rockstzrz']","['66264', 'hillbilly-rockstarz', 'Hillbilly Rockstarz']"
"['6640', 'alyssandra-nighswonger', 'Alyssandra Nighswonger']","['6639', 'alyssandra-nighswonder', 'Alyssandra Nighswonder']"
"['66430', 'hizzleguy', 'HizzleGuy ']","['66429', 'hizzle-guy', 'Hizzle Guy']"
"['66511', 'hogslop-stringband', 'Hogslop Stringband']","['66510', 'hogslop-string-band', 'Hogslop String Band']"
"['66515', 'hoist-the-colours', 'Hoist the Colours']","['66514', 'hoist-the-colors', 'Hoist The Colors']"
"['66542', 'hold-on-caulfield', 'Hold on, Caulfield.']","['66533', 'hold-on-caufield', 'Hold On, Caufield']"
"['66550', 'holding-absence', 'Holding Absence']","['66549', 'holding-abscence', 'Holding Abscence']"
"['66655', 'holly-golightly-the-brokeoffs', 'Holly Golightly & The Brokeoffs']","['66654', 'holly-golightly-the-broke-offs', 'Holly Golightly & The Broke-Offs']"
"['66691', 'hollywood-hasbeens', 'Hollywood Hasbeens']","['66690', 'hollywood-has-beens', 'Hollywood Has Beens']"
"['66751', 'holy-moly-and-the-crackersss', 'Holy Moly and the Crackersss']","['66750', 'holy-moly-and-the-crackers', 'Holy Moly and the Crackers']"
"['66867', 'honey-huston', 'Honey & Huston']","['66866', 'honey-houston', 'Honey & Houston']"
"['66938', 'honeymooon-suite', 'Honeymooon Suite']","['66937', 'honeymoon-suite', 'Honeymoon Suite']"
"['6714', 'amanda-lynne', 'Amanda Lynne']","['6713', 'amanda-lynn', 'Amanda Lynn']"
"['67194', 'horseshoes-hand-grenades', 'Horseshoes & Hand Grenades']","['67193', 'horseshoes-hand-gernades', 'Horseshoes & Hand Gernades']"
"['67195', 'horseshoes-handgrenades', 'Horseshoes & Handgrenades']","['67194', 'horseshoes-hand-grenades', 'Horseshoes & Hand Grenades']"
"['67197', 'horseshoes-and-hand-grenades', 'Horseshoes and Hand Grenades']","['67196', 'horseshoes-and-hand-greenades', 'Horseshoes and Hand Greenades']"
"['67430', 'hounds-of-innsmouth', 'Hounds of Innsmouth']","['67427', 'hounds-of-inns-mouth', 'Hounds Of Inns mouth']"
"['67583', 'howelldevine', 'HowellDevine']","['67582', 'howell-devine', 'Howell Devine']"
"['67646', 'hubblebash', 'Hubblebash']","['67645', 'hubble-bash', 'Hubble Bash']"
"['67654', 'hubert-soudant', 'Hubert Soudant']","['67653', 'hubert-soudan', 'Hubert Soudan']"
"['6780', 'amaury-filliard', 'Amaury Filliard']","['6779', 'amaury-filiard', 'Amaury Filiard']"
"['67817', 'humble-tipp', 'Humble Tipp']","['67816', 'humble-tip', 'Humble Tip']"
"['67834', 'hummingbirds', 'Hummingbirds']","['67833', 'hummingbird', 'Hummingbird']"
"['67902', 'hunter-hutchison', 'Hunter Hutchison']","['67901', 'hunter-hutchinson', 'Hunter Hutchinson']"
"['67960', 'hurricane-worldwide', 'Hurricane WorldWide']","['67959', 'hurricane-world-wide', 'Hurricane World Wide']"
"['68030', 'hybrid-minds', 'Hybrid Minds']","['68029', 'hybrid-miinds', 'Hybrid Miinds']"
"['68039', 'hyde-park-showdown', 'Hyde Park Showdown']","['176061', 'hyde-park-show-down', 'hyde park show down']"
"['68181', 'i-am-a-seacreature', 'I Am A Seacreature']","['68373', 'i-am-a-sea-creature', 'I am a Sea Creature']"
"['68225', 'i-am-the-avalanche', 'I Am the Avalanche']","['68212', 'i-am-the-avalanch', 'I Am The Avalanch']"
"['68267', 'i-hate-heros', 'I Hate Heros']","['68266', 'i-hate-heroes', 'I Hate Heroes']"
"['68296', 'i-love-the-90s-with-the-fresh-kids-of-bel-air', 'I Love The 90s with The Fresh Kids of Bel-Air']","['68295', 'i-love-the-90s-show-with-the-fresh-kids-of-bel-air', 'I Love The 90s Show with The Fresh Kids of Bel-Air']"
"['68330', 'i-set-my-friends-on-fire', 'I Set My Friends on Fire']","['68329', 'i-set-my-friend-on-fire', 'I Set My Friend On Fire']"
"['68444', 'i-resoulution', 'I-Resoulution']","['68443', 'i-resolution', 'I-Resolution']"
"['68449', 'i-ganic-soundsystem', 'I-ganic Soundsystem']","['68441', 'i-ganic-sound-system', 'I-Ganic Sound System']"
"['68697', 'ispacewalksometimes', 'ISpaceWalkSometimes']","['176169', 'ispacewalksometime', 'ispacewalksometime']"
"['68845', 'iarla-o-lionard', ""Iarla O'Lionard""]","['68847', 'iarla-o-lionaird', ""Iarla O'Lion\xc3\xa1ird""]"
"['68846', 'iarla-o-lionarid', ""Iarla O'Lionarid""]","['68845', 'iarla-o-lionard', ""Iarla O'Lionard""]"
"['69083', 'ignatius-reilly', 'Ignatius Reilly']","['69082', 'ignatious-reilly', 'Ignatious Reilly']"
"['69168', 'il-pomo-doro', 'Il Pomo d\xe2\x80\x99Oro']","['69167', 'il-pomo-d-oro', ""Il Pomo d'Oro""]"
"['69189', 'iliza-shlesinger', 'Iliza Shlesinger']","['68534', 'iliza-schlesinger', 'ILIZA SCHLESINGER']"
"['69205', 'ill-patentz', 'Ill Patentz']","['69204', 'ill-pateintz', 'Ill Pateintz']"
"['69228', 'illexxandra', 'Illexxandra']","['183', 'illexandra', ' illexandra']"
"['69247', 'illumina-ad', 'Illumina AD']","['69246', 'illumina-a-d', 'Illumina A.D.']"
"['69520', 'in-dyng-arms', 'In Dyng Arms']","['68579', 'in-dying-arms', 'IN DYING ARMS']"
"['69552', 'in-laymans-terms', 'In Laymans terms']","['69551', 'in-layman-terms', 'In Layman Terms']"
"['69592', 'in-reference-to-a-sinking-ship', 'In Reference To a Sinking Ship']","['69591', 'in-referance-to-a-sinking-ship', 'In Referance To A Sinking Ship']"
"['69652', 'in-the-valley-below', 'In The Valley Below']","['69651', 'in-the-valley-bellow', 'In The Valley Bellow']"
"['69669', 'in-vengence', 'In Vengence']","['69668', 'in-vengeance', 'In Vengeance']"
"['6980', 'american-headcharge', 'American Headcharge']","['6979', 'american-head-charge', 'American Head Charge']"
"['69946', 'infected-mushroom', 'Infected Mushroom']","['69945', 'infected-mushrom', 'Infected Mushrom']"
"['70', 'frank-f-sydney-s-western-bandit-volunteers', "" Frank F. Sydney's Western Bandit Volunteers""]","['56117', 'frank-f-sidney-s-western-bandit-volunteers', ""Frank F. Sidney's Western Bandit Volunteers""]"
"['70421', 'intrepid-travlers', 'Intrepid Travlers']","['70420', 'intrepid-travelers', 'Intrepid Travelers']"
"['70489', 'ines-desorages', 'In\xc3\xa8s Desorages']","['69922', 'ines-desorage', 'Ines D\xc3\xa9sorage']"
"['70655', 'iron-saviour', 'Iron Saviour']","['70654', 'iron-savior', 'Iron Savior']"
"['707', '25th-annniversary-tour', '25th annniversary tour']","['706', '25th-anniversary-tour', '25th anniversary tour']"
"['70771', 'isaac-wimberly', 'Isaac Wimberly']","['70770', 'isaac-wimberley', 'Isaac Wimberley']"
"['70944', 'it-lives-its-breathes', 'It Lives Its Breathes']","['70953', 'it-lives-it-breaths', 'It lives it breaths ']"
"['70953', 'it-lives-it-breaths', 'It lives it breaths ']","['70945', 'it-lives-it-breathes', 'It Lives, It Breathes']"
"['70968', 'it-s-the-lipstick-on-your-teeth', ""It's The Lipstick On Your Teeth""]","['70969', 'it-s-the-lipstick-on-yor-teeth', ""It's The Lipstick On yor Teeth""]"
"['71089', 'ivy-leaguetx', 'Ivy LeagueTX']","['71088', 'ivy-league-tx', 'Ivy League TX']"
"['71216', 'j-and-the-9s', 'J and the 9s']","['71215', 'j-and-the-9-s', ""J and the 9's""]"
"['71281', 'j-pope-and-funky-friday', 'J. Pope and Funky Friday']","['71187', 'j-pope-and-funk-friday', 'J Pope And Funk Friday']"
"['71411', 'jan-oberlander', 'JAN OBERL\xc3\x84NDER']","['73242', 'jan-oberlaender', 'Jan Oberlaender']"
"['71501', 'jd-the-fdcs', 'JD & the FDCs']","['71499', 'jd-the-fdc-s', ""JD & The FDC's""]"
"['71507', 'jd-eischer', 'JD Eischer']","['71506', 'jd-eicher', 'JD Eicher']"
"['71594', 'jim-weider-s-project-percolator', 'JIM WEIDER""S PROJECT PERCOLATOR']","['71598', 'jim-weider-s-project-percolat0r', ""JIM WEIDER'S PrOJECT PERCoLAT0R ""]"
"['72242', 'jacob-christoffersen', 'Jacob Christoffersen']","['72241', 'jacob-christoferssen', 'Jacob Christoferssen']"
"['72569', 'jake-armerding', 'Jake Armerding']","['72568', 'jake-armeding', 'Jake Armeding']"
"['72626', 'jake-lewis-and-the-clergy', 'Jake Lewis and The Clergy']","['72627', 'jake-lewis-and-the-cergy', 'Jake Lewis and the Cergy']"
"['72911', 'james-hunnicutt', 'James Hunnicutt']","['72910', 'james-hunnicut', 'James Hunnicut']"
"['7312', 'amy-konsari', 'Amy Konsari']","['7311', 'amy-khonsari', 'Amy Khonsari']"
"['73377', 'jannina-norpoth', 'Jannina Norpoth']","['73376', 'janniana-norpoth', 'Janniana Norpoth']"
"['73383', 'janover-resunator-set-presentation-on-unified-field-theory', 'Janover & reSUNator set & presentation on unified field theory']","['73384', 'janover-resunator-presentation-on-unified-field-theory', 'Janover & reSunator & presentation on unified field theory']"
"['73391', 'janover-set-presentation-on-unified-field-theory', 'Janover set & presentation on unified field theory']","['73390', 'janover-set-a-presentation-on-unified-field-theory', 'Janover set & a presentation on unified field theory']"
"['73405', 'janyssett-mcpherson', 'Janyssett McPherson']","['73404', 'janyssett-mc-pherson', 'Janyssett Mc Pherson']"
"['73423', 'japhy-s-descent', ""Japhy's Descent""]","['73422', 'japhy-s-decent', ""Japhy's Decent""]"
"['73445', 'jared-the-mills', 'Jared & The Mills']","['73444', 'jared-the-mill', 'Jared & The Mill']"
"['73553', 'jarvaland', 'Jarvaland']","['73552', 'jarva-land', 'Jarva Land']"
"['73561', 'jase-thirwall', 'Jase Thirwall']","['73560', 'jase-thirlwall', 'Jase Thirlwall']"
"['73937', 'jax-southernsass', 'Jax SouthernSass']","['73936', 'jax-southern-sass', 'Jax Southern Sass']"
"['73998', 'jay-hardway', 'Jay Hardway']","['71442', 'jay-hardaway', 'JAY HARDAWAY']"
"['74008', 'jay-johnston', 'Jay Johnston']","['74007', 'jay-johnson', 'Jay Johnson']"
"['74192', 'jazmine-sullivan', 'Jazmine Sullivan']","['74191', 'jazmine-sulivan', 'Jazmine Sulivan']"
"['74317', 'jean-christophe-di-costanzo', 'Jean-Christophe Di Costanzo']","['74316', 'jean-christophe-di-constanzo', 'Jean-Christophe Di Constanzo']"
"['74325', 'jean-jaques-milteau', 'Jean-Jaques Milteau']","['74324', 'jean-jacques-milteau', 'Jean-Jacques Milteau']"
"['74353', 'jean-philippe-bordier', 'Jean-Philippe Bordier']","['74352', 'jean-philippe-bordider', 'Jean-Philippe Bordider']"
"['74362', 'jean-pierre-derouard-batterie', 'Jean-Pierre Derouard \xe2\x80\x93 batterie ']","['74361', 'jean-pierre-derouard-bateria', 'Jean-Pierre Derouard \xe2\x80\x93 bateria']"
"['74683', 'jeffrey-foucault', 'Jeffrey Foucault']","['74682', 'jeffrey-focault', 'Jeffrey Focault']"
"['74721', 'jello-biafra-the-guantanamo-school-of-medicine', 'Jello Biafra & The Guantanamo School Of Medicine']","['74722', 'jello-biafra-and-the-guantanamo-school-of-medicine', 'Jello Biafra and the Guantanamo School of Medicine']"
"['74921', 'jenny-dont-the-spurs', 'Jenny Dont & the Spurs']","['74919', 'jenny-don-t-the-spurs', ""Jenny Don't & The Spurs""]"
"['74938', 'jenny-parrott', 'Jenny Parrott']","['74937', 'jenny-parrot', 'Jenny Parrot']"
"['75207', 'jerry-joseph-the-jackmormons', 'Jerry Joseph & The Jackmormons']","['75206', 'jerry-joseph-the-jack-mormons', 'Jerry Joseph & The Jack Mormons']"
"['75224', 'jerry-robison-project', 'Jerry Robison Project']","['75223', 'jerry-robinson-project', 'Jerry Robinson Project']"
"['75241', 'jeru-the-damanja', 'Jeru The Damanja']","['75242', 'jeru-the-damaja', 'Jeru the Damaja']"
"['75271', 'jess-the-echos', 'Jess & the Echos']","['75270', 'jess-the-echoes', 'Jess & The Echoes']"
"['75670', 'jet-set-vapour-trails', 'Jet Set Vapour Trails']","['75669', 'jet-set-vapor-trails', 'Jet Set Vapor Trails']"
"['75690', 'jets-cant-land', 'Jets Cant Land']","['75689', 'jets-can-t-land', ""Jets Can't Land""]"
"['75878', 'jim-lauderdasle', 'Jim Lauderdasle']","['75877', 'jim-lauderdale', 'Jim Lauderdale']"
"['75882', 'jim-lockey-and-the-solemn-sun', 'Jim Lockey and the Solemn Sun']","['75881', 'jim-lockey-and-the-solem-sun', 'Jim Lockey And The Solem Sun']"
"['75910', 'jim-suhler-and-monkeybeat', 'Jim Suhler and Monkeybeat']","['75909', 'jim-suhler-and-monkey-beat', 'Jim Suhler And Monkey Beat']"
"['76233', 'joana-serrat', 'Joana Serrat']","['76232', 'joana-serat', 'Joana Serat']"
"['76241', 'joanna-abinanti', 'Joanna Abinanti']","['76240', 'joanna-abbinanti', 'Joanna Abbinanti']"
"['76274', 'job-jobse', 'Job Jobse']","['76273', 'job-jobbse', 'Job Jobbse']"
"['76286', 'jocelyn-chris-arnot', 'Jocelyn & Chris Arnot']","['76285', 'jocelyn-chris-arndt', 'Jocelyn & Chris Arndt']"
"['76481', 'joe-king-carrasco', 'Joe King Carrasco']","['76480', 'joe-king-carasco', 'Joe King Carasco']"
"['76558', 'joe-nicols', 'Joe Nicols']","['76557', 'joe-nichols', 'Joe Nichols']"
"['76600', 'joe-sambo-the-goonz', 'Joe Sambo & The Goonz']","['76599', 'joe-sambo-the-goons', 'Joe Sambo & The Goons']"
"['76656', 'joe-and-vicky-price', 'Joe and Vicky Price']","['76330', 'joe-and-vicki-price', 'Joe And Vicki Price']"
"['76666', 'joel-adam-russell', 'Joel Adam Russell']","['76665', 'joel-adam-russel', 'Joel Adam Russel']"
"['7667', 'andersonpontyband', 'AndersonPontyband']","['7666', 'andersonponty-band', 'AndersonPonty Band']"
"['76683', 'joel-demarzo', 'Joel DeMarzo']","['76682', 'joel-de-marzo', 'Joel De Marzo']"
"['76784', 'joey-fourr', 'Joey Fourr']","['76843', 'joey-four', 'Joey four']"
"['77017', 'john-craigie', 'John Craigie']","['77016', 'john-cragie', 'John Cragie']"
"['77037', 'john-de-son', 'John De Son']","['77482', 'john-de-sohn', 'John de Sohn']"
"['77040', 'john-depatie', 'John DePatie']","['77039', 'john-depati', 'John DePati']"
"['77070', 'john-elliott', 'John Elliott']","['77069', 'john-elliot', 'John Elliot']"
"['7709', 'andre-galuzzi', 'Andre Galuzzi']","['2437', 'andre-galluzzi', 'ANDRE GALLUZZI']"
"['77101', 'john-fullbright', 'John Fullbright']","['77100', 'john-fulbright', 'John Fulbright']"
"['77226', 'john-mark-mcmillan', 'John Mark McMillan']","['77225', 'john-mark-mcmillain', 'John Mark McMillain']"
"['77248', 'john-mclean-guitar', 'John McLean, guitar']","['77247', 'john-mclean-guita', 'John McLean, guita']"
"['7728', 'andrea-bazzicalupo', 'Andrea Bazzicalupo']","['7727', 'andrea-bazzcalupo', 'Andrea Bazzcalupo']"
"['77292', 'john-o-callaghan', ""John O'Callaghan""]","['77291', 'john-o-calaghan', ""John O'Calaghan""]"
"['77470', 'john-woodsons-leg', 'John Woodsons Leg']","['77469', 'john-woodson-s-leg', ""John Woodson's Leg""]"
"['77517', 'johnny-the-loveseats', 'Johnny & The Loveseats']","['77516', 'johnny-the-love-seats', 'Johnny & The Love Seats']"
"['77519', 'johnny-the-mongrels', 'Johnny & The Mongrels']","['77518', 'johnny-the-mongels', 'Johnny & The Mongels']"
"['77543', 'johnny-boy-mollica', 'Johnny Boy Mollica']","['77542', 'johnny-boy-molica', 'Johnny Boy Molica']"
"['77553', 'johnny-cage-the-voodoogrove', 'Johnny Cage & The Voodoogrove']","['77552', 'johnny-cage-the-voodoo-groove', 'Johnny Cage & The Voodoo Groove']"
"['77604', 'johnny-hootrock', 'Johnny Hootrock']","['77603', 'johnny-hoot-rock', 'Johnny Hoot Rock']"
"['77650', 'johnny-nonstop', 'Johnny Nonstop']","['77649', 'johnny-non-stop', 'Johnny Non-Stop']"
"['77723', 'johnny-winter-allstar-band', 'Johnny Winter Allstar Band']","['77722', 'johnny-winter-all-star-band', 'Johnny Winter All-Star Band']"
"['77757', 'joint-committee', 'Joint Committee']","['77756', 'joint-commitee', 'Joint Commitee']"
"['77765', 'jojo-fores', 'Jojo Fores']","['76192', 'jojo-flores', 'JoJo Flores']"
"['77897', 'jon-irbagon', 'Jon Irbagon']","['77896', 'jon-irabagon', 'Jon Irabagon']"
"['78132', 'jonathan-mitchellband', 'Jonathan MitchellBand']","['78131', 'jonathan-mitchell-band', 'Jonathan Mitchell Band']"
"['78383', 'jordan-mayland-the-thermal-detonators', 'Jordan Mayland & the Thermal Detonators']","['78384', 'jordan-mayland-and-the-thermal-detonators', 'Jordan Mayland and The Thermal Detonators']"
"['78393', 'jordan-musycyn', 'Jordan Musycyn']","['78392', 'jordan-musycsyn', 'Jordan Musycsyn']"
"['7841', 'andres-rotmistrovsky', 'Andres Rotmistrovsky']","['7840', 'andres-rotmistrovksy', 'Andres Rotmistrovksy']"
"['78616', 'josh-abbott-band', 'Josh Abbott Band']","['78615', 'josh-abbot-band', 'Josh Abbot Band']"
"['78710', 'josh-heinrichs-w-skillinjah', 'Josh Heinrichs w/ Skillinjah']","['78709', 'josh-heinrichs-skillinjah', 'Josh Heinrichs & Skillinjah']"
"['78745', 'josh-langtston', 'Josh Langtston']","['78744', 'josh-langston', 'Josh Langston']"
"['78925', 'joshua-p-james-the-paper-planes', 'Joshua P. James & The Paper Planes']","['78926', 'joshua-p-james-the-paper-plane', 'Joshua P. James & the Paper Plane']"
"['78999', 'jose-manuel-villacanas-piano', 'Jos\xc3\xa9 Manuel Villaca\xc3\xb1as Piano']","['78998', 'jose-manuel-vilacanas-piano', 'Jos\xc3\xa9 Manuel Vilaca\xc3\xb1as: piano']"
"['79202', 'judah-and-the-spooks', 'Judah and The Spooks']","['71842', 'judah-and-the-spook', 'JUDAH AND THE SPOOK']"
"['79353', 'juli-n-more', ""Juli' N More""]","['79352', 'juli-n-moore', 'Juli N. Moore']"
"['7949', 'andrew-mcmahon-the-wilderness', 'Andrew McMahon & the Wilderness']","['7951', 'andrew-mcmahon-in-the-wilderness', 'Andrew McMahon in the Wilderness']"
"['7951', 'andrew-mcmahon-in-the-wilderness', 'Andrew McMahon in the Wilderness']","['7950', 'andrew-mcmahon-and-the-wilderness', 'Andrew McMahon and the Wilderness ']"
"['79522', 'julie-slim-rendezvous', 'Julie Slim & RendezVous']","['79521', 'julie-slim-rendez-vous', 'Julie Slim & Rendez Vous']"
"['7964', 'andrew-o-neill', ""Andrew O'Neill""]","['7963', 'andrew-o-neil', ""Andrew O'Neil""]"
"['79686', 'junglecris', 'Junglecris']","['79685', 'junglechris', 'Junglechris']"
"['79790', 'jupiters-carnival', 'Jupiters Carnival']","['79789', 'jupiter-s-carnival', ""Jupiter's Carnival""]"
"['80056', 'justin-townes-earlr', 'Justin Townes Earlr']","['80055', 'justin-townes-earle', 'Justin Townes Earle']"
"['80160', 'k-phillips', 'K Phillips']","['80159', 'k-philips', 'K Philips']"
"['80275', 'kaschorros-wiciados', 'KASCHORROS WICIADOS']","['81332', 'kaschorros-wichiados', 'Kaschorros Wichiados']"
"['80304', 'kb-and-tedashii', 'KB and Tedashii']","['80303', 'kb-and-tedashi', 'KB and Tedashi']"
"['80306', 'kb-the-boobonic', 'KB the BooBonic']","['80305', 'kb-the-boo-bonic', 'KB the Boo Bonic']"
"['80475', 'kj-denhert-voice-guitars', 'KJ Denhert voice & guitars']","['80488', 'kj-denhert-voice-guitar', 'KJ Denhert- voice guitar']"
"['80615', 'kt-mullholland', 'KT Mullholland']","['84967', 'kt-mulholland', 'Kt Mulholland']"
"['8074', 'andy-the-pandys', 'Andy & The Pandys']","['8073', 'andy-the-pandy-s', ""Andy & The Pandy's""]"
"['81235', 'karldensontinyuniverse', 'KarlDensonTinyUniverse']","['81234', 'karldensontinyunivers', 'KarlDensonTinyUnivers']"
"['81437', 'katastrophes-tomb', 'Katastrophes Tomb']","['81436', 'katastrophe-s-tomb', ""Katastrophe's Tomb""]"
"['81916', 'keep-for-youself', 'Keep For Youself']","['81928', 'keep-for-yourself', 'Keep for Yourself']"
