 nom,km,pos
 Alfa ,180750.176894,6104
 Hamilton Leithauser ,180741.705944,6105
 Nikko ,180652.949966,6106
 Jimmy Webb ,180647.750582,6107
 Darden Smith ,180569.908652,6108
 Palast Orchester ,180511.714729,6109
 Howie Mandel ,180455.246231,6110
 YAMATO ,180394.581005,6111
 Zatox ,180393.913599,6112
 Cherry ,180306.519388,6113
 4onthefloor ,180291.690871,6114
 Paper Bird ,180248.315034,6115
 Dirty Doering ,180232.566933,6116
 Angelus Apatrida ,180226.577419,6117
 Pantheon ,180213.031514,6118
 Viola ,180167.989283,6119
 September ,180164.674754,6120
 Thundamentals ,180163.004033,6121
 Joey Negro ,180111.579581,6122
 Nigel Hall ,180097.932468,6123
 Blitz the Ambassador ,180094.445488,6124
 The Mighty Mighty Bosstones ,180039.669462,6125
 Project Pablo ,180031.071964,6126
 Jessica Jolia ,180008.955472,6127
 Kent ,179983.4236,6128
 Ruben de Ronde ,179979.030921,6129
 Hamish Stuart ,179949.309507,6130
 Shaman's Harvest ,179920.187509,6131
 Dark Side of the Moon ,179840.282657,6132
 Florian Picasso ,179831.52664,6133
2017,179792.419717,6134
 Livingston Taylor ,179635.250455,6135
 Through the Roots ,179586.761679,6136
 Seasons After ,179569.077641,6137
 Morgan James ,179556.6908,6138
 Lil Durk ,179552.646929,6139
 Saritah ,179552.291924,6140
 Powerglove ,179464.33186,6141
 The Americans ,179435.965846,6142
 Pat Martino ,179417.609088,6143
 Toys That Kill ,179394.756665,6144
 Extreme - The Band ,179369.920691,6145
 Jakubi ,179362.699667,6146
 The Marvelettes ,179341.702156,6147
 Rising Appalachia ,179301.182703,6148
 Parov Stelar ,179279.267111,6149
 Justin Kauflin ,179271.330923,6150
 Asaf Avidan ,179271.033762,6151
 The Association ,179270.182832,6152
 Ritmo ,179252.518311,6153
 RaeLynn ,179223.385712,6154
 Alexander O'Neal ,179206.013895,6155
 Living Legends ,179011.62351,6156
 Sue Foley ,178981.236187,6157
 10cc ,178974.24507,6158
 Mark Wills ,178907.144811,6159
 Carach Angren ,178873.070442,6160
 The Rad Trads ,178867.100747,6161
 Sam Roberts Band ,178830.971259,6162
 Cold Specks ,178780.812028,6163
 Safire ,178748.949263,6164
 Jimmy Gnecco ,178736.039853,6165
 Tucker Beathard ,178735.402494,6166
 Ronny Cox ,178729.429352,6167
 Marc Poppcke ,178713.714203,6168
 Iliza Shlesinger ,178710.043068,6169
 Moreland & Arbuckle ,178705.626376,6170
 Jay Tripwire ,178698.838637,6171
 Screaming For Silence ,178642.339188,6172
 Sylar ,178630.114006,6173
 Mister Saturday Night ,178605.805252,6174
 Jared James Nichols ,178457.915733,6175
 Nancy Whang ,178399.296678,6176
 Orange Goblin ,178337.089435,6177
 American Bandit ,178335.059367,6178
 MiChi ,178297.823336,6179
 The Spinto Band ,178236.790467,6180
 Garage ,178227.499284,6181
 James Wesley ,178200.431756,6182
 Lee K (US) ,178139.821057,6183
 King Khan & His Shrines ,178099.922302,6184
 Kyodai ,178081.961542,6185
 UME ,178074.901447,6186
 LAETITIA SADIER ,178065.678046,6187
 Framing the Red ,178051.063051,6188
 Justin Flom ,178045.658834,6189
 Chris Farren ,178038.591248,6190
 J Mascis ,178036.994133,6191
 Mobley ,177996.662271,6192
 Samiyam ,177992.601397,6193
 Riverside ,177888.623755,6194
 Opera ,177887.625807,6195
 Subset ,177839.21425,6196
 My bubba ,177839.101068,6197
 Case ,177725.270407,6198
 The Untouchables ,177725.077496,6199
 Jesse James ,177654.31312,6200
 Chunk! No_ captain chunk! ,177573.970922,6201
 Hey Violet ,177561.452476,6202
 Tainted Love ,177551.270475,6203
 https ,177542.140042,6204
 Alchemy ,177478.20956,6205
 Robert Carl Blank ,177464.948942,6206
 High ,177461.350944,6207
 Norm MacDonald ,177454.621157,6208
 The Iron Maidens ,177430.495371,6209
 BK ,177403.727597,6210
 Hexis ,177385.820524,6211
 Leif Vollebekk ,177382.698632,6212
 Luke Vibert ,177362.309686,6213
 Hillstomp ,177354.519778,6214
 Matthew Santos ,177352.143938,6215
 System of a Down ,177299.384981,6216
 Donny & Marie Osmond ,177287.63784,6217
 The Shakers ,177221.20492,6218
 Alison Moyet ,177216.585946,6219
 Caleb Hawley ,177204.516761,6220
 Two Cow Garage ,177109.527353,6221
 The Rocketboys ,177103.510727,6222
 ?????? ????? ,177012.801791,6223
 Claire Morgan ,176956.541482,6224
 Carter ,176925.931089,6225
 Tristan D ,176917.384672,6226
 Royal Headache ,176914.147333,6227
 Connan Mockasin ,176881.668427,6228
 rnb ,176872.938563,6229
 Bernadette Peters ,176868.225125,6230
 Alvin Youngblood Hart ,176824.731659,6231
 Baby ,176820.121141,6232
 Harris ,176717.492886,6233
 Chris Cavanaugh ,176713.933723,6234
 MUD MORGANFIELD ,176695.293108,6235
 Sauce ,176671.317795,6236
 Ripley ,176629.981931,6237
 Late Night Radio ,176625.669595,6238
 Style ,176607.411874,6239
 Andrew Duhon ,176599.117926,6240
 Ironik ,176580.63193,6241
 True Widow ,176485.511821,6242
 The Wizard Of Oz ,176419.995923,6243
 Magma ,176410.330908,6244
 Jamiroquai ,176331.07971,6245
 The Sunpilots ,176273.781635,6246
 Massive ,176247.144463,6247
 Dane ,176240.840979,6248
 Honeyblood ,176207.259238,6249
 Genix ,176151.568284,6250
 Sofi Tukker ,176137.277572,6251
 Locked Groove ,176059.747855,6252
 Frank Catalano ,176032.094236,6253
 ysl ,176017.799996,6254
 Alanis Morissette ,175926.41,6255
 Prince Fox ,175890.011513,6256
 Fatima Yamaha ,175887.357314,6257
 EVAN ,175875.322431,6258
 De la swing ,175813.449907,6259
 Shinyribs ,175805.232025,6260
 MEL PARSONS ,175729.799943,6261
 JELLY BREAD ,175719.264644,6262
 LA Clippers ,175714.165742,6263
 Antics ,175667.251679,6264
 Juanjo Martin ,175596.660025,6265
 The Suitcase Junket ,175551.661502,6266
 Kevin Knapp ,175550.290967,6267
 Alex Clare ,175548.119871,6268
 Laura Mvula ,175531.769176,6269
 Crankdat ,175495.361785,6270
 Chopstick ,175468.870754,6271
 Eagles & Butterflies ,175424.416278,6272
 Howler ,175352.648594,6273
 Heather Maloney ,175351.276254,6274
 Enferno ,175314.823851,6275
 Vibes ,175287.593922,6276
 Charlie Robison ,175277.426645,6277
 DJHERR ,175263.672758,6278
 Method Man & Redman ,175255.837919,6279
 Elrow Sunday ,175208.835795,6280
 The Elders ,175158.279478,6281
 The Buckinghams ,175085.91316,6282
 For Today ,175083.043762,6283
 Best Ex ,175022.416575,6284
 Ibrahim Maalouf ,174990.58777,6285
 Dustbowl Revival ,174978.066169,6286
 Kane Brown ,174963.172231,6287
 Yefim Bronfman ,174946.52952,6288
 Left Lane Cruiser ,174943.904039,6289
 ONLY ,174924.347005,6290
 Randy Hansen ,174923.22775,6291
 Orphaned Land ,174906.805049,6292
 Homewrecker ,174869.634362,6293
 ??????? ?????????? ?????????? ,174866.186418,6294
 Ryanhood ,174848.851058,6295
 Electro Deluxe ,174808.748287,6296
 Trio ,174798.43232,6297
 Drew ,174743.436883,6298
 Andrea Valeri ,174658.856914,6299
 Emilíana Torrini ,174651.718356,6300
 Poor Man's Whiskey ,174609.402819,6301
 Hillbilly Casino ,174536.734728,6302
 Cultura Profética ,174531.914296,6303
 GNARWOLVES  ,174509.601165,6304
 SAN HOLO ,174509.072242,6305
 Youth ,174508.222494,6306
 Bad Company UK ,174478.05723,6307
 Treatment ,174471.398883,6308
 Jared & The Mill ,174468.153802,6309
 Scully ,174464.919849,6310
 Maztek ,174437.479478,6311
 Tears for Fears ,174429.490762,6312
 Nicky Jam ,174395.873692,6313
 Andras ,174389.834004,6314
 Yasiin Bey ,174346.927045,6315
 The Mae Trio ,174282.571558,6316
 joe nice ,174274.656793,6317
 Mint ,174269.23153,6318
 Time for Three ,174250.945693,6319
 Les Nubians ,174229.064203,6320
 Charlie Hunter Trio ,174196.224233,6321
 Pat Travers Band ,174153.287396,6322
 Butterflies ,174131.318249,6323
 Etherwood ,174129.042492,6324
 Neil Cowley Trio ,174119.300101,6325
 Jon Dee Graham ,174091.171672,6326
 Alyse Black ,174084.832366,6327
 Edward Simon ,173894.317023,6328
 The Shakes ,173863.143287,6329
 Sean Keane ,173832.860938,6330
 John Sebastian ,173788.343262,6331
 Gasoline Heart ,173770.885117,6332
 90's ,173756.058815,6333
 Claude Bourbon ,173736.693001,6334
 The Paperboys ,173715.526835,6335
 Sam Riggs ,173693.407411,6336
 Survivor ,173647.265544,6337
 Malaa ,173636.866924,6338
 Spirit Family Reunion ,173517.167401,6339
 ATTARI ,173499.829927,6340
 Spektre ,173415.931813,6341
 The Waves ,173354.15645,6342
 White Christmas ,173327.737881,6343
 Little Anthony ,173303.619589,6344
 Call Super ,173293.29115,6345
 Alex Campos ,173221.578233,6346
 Romeo and Juliet ,173179.493519,6347
 Cro-Mags ,173157.355066,6348
 Sun Araw ,173156.073653,6349
 SHINEBRIGHT ,173133.446822,6350
 Stacie Collins ,172987.191353,6351
 MILD HIGH CLUB ,172889.696439,6352
 Amadou & Mariam ,172846.70122,6353
 Circuit des yeux ,172829.446031,6354
 Deva Premal ,172817.928132,6355
 Carrie ,172780.140328,6356
 Princess Nokia ,172770.185013,6357
 Chad VanGaalen ,172745.550757,6358
 Edie Carey ,172733.723672,6359
 Wild Fire ,172715.329868,6360
 Ghoul ,172712.264202,6361
 Rosedale ,172668.206266,6362
 Max Jury ,172649.660061,6363
 Seth Lakeman ,172641.134843,6364
 Six Organs of Admittance ,172625.886101,6365
 Happy Together Tour ,172600.670479,6366
 The Biters ,172595.649351,6367
 Anastacia ,172585.689836,6368
 42nd Street ,172584.92568,6369
 Dougal ,172575.784723,6370
 Pat Bianchi Music ,172547.528797,6371
 I Am They ,172430.611955,6372
 Clare ,172202.612164,6373
 Derek Webb ,172099.874392,6374
 Penn ,172092.940022,6375
 AnGy KoRe ,172089.161773,6376
 Syndicate ,172060.700637,6377
 Pattern Drama ,172048.230288,6378
 Arrows ,172046.733268,6379
 Tommy Igoe ,172022.136363,6380
 Go West ,172000.032579,6381
 Macabre ,171999.689387,6382
 Hieroglyphic Being ,171881.88114,6383
 Crossfaith ,171880.856654,6384
 Andy Whitby ,171858.160945,6385
 Electric Rescue ,171844.083893,6386
 Deanna Bogart musician ,171841.5261,6387
 Aterciopelados ,171818.154106,6388
 Black Veil Brides ,171816.845747,6389
 Orchestral Manoeuvres in the Dark ,171787.486338,6390
 theGathering ,171748.549351,6391
 Levi the Poet ,171740.268379,6392
 Wolf Parade ,171738.398158,6393
 Josh Smith ,171730.885497,6394
 Jonny Fritz ,171729.174996,6395
 Natacha Atlas ,171710.522376,6396
 Aries ,171672.131823,6397
 Whiskey Shivers ,171559.874267,6398
 Live Wire ,171535.678315,6399
 Vandal ,171503.765204,6400
 Dancing with The Stars ,171451.140515,6401
 CHAKRAS ,171444.724179,6402
 DJ ROCK CITY ,171429.646884,6403
 Netsky (live) ,171418.976418,6404
 Quiet Life ,171353.997261,6405
 Larry Gatlin ,171352.94758,6406
 Hippo Campus ,171335.533979,6407
 Pasadena ,171299.712882,6408
 Good Riddance ,171289.851785,6409
 El Guincho ,171287.39481,6410
 Michael James ,171229.843291,6411
 Bubba Sparxxx ,171205.899609,6412
 DIRTY FENCES ,171203.961968,6413
 Edgar Winter Band ,171192.833589,6414
 Bootleg Rascal ,171172.867167,6415
 bot ,171134.267969,6416
 Counterstrike ,171133.460965,6417
 Ness ,171099.646069,6418
 Pigeons Playing Ping Pong ,171012.225182,6419
 Jon Gomm ,170961.707997,6420
 Chain Gang of 1974 ,170955.076126,6421
 Patrizio Buanne ,170888.937525,6422
 Daniel Lanois ,170837.811599,6423
 Spag Heddy ,170812.373587,6424
 Ester Rada ,170811.459044,6425
 D Double E ,170783.493576,6426
 Lauren Daigle ,170769.525458,6427
 Freddie McGregor ,170764.080548,6428
 Richard Clayderman ,170707.733016,6429
 Kabaka Pyramid ,170697.359905,6430
 Jason Crabb ,170685.10923,6431
 ConRank ,170653.80315,6432
 Roxy Roca ,170613.85958,6433
 Gabe Dixon Band ,170609.334549,6434
 Discipline ,170562.382718,6435
 Mitski ,170558.524295,6436
 Danielle Nicole ,170500.455402,6437
 Lions Lions ,170469.008002,6438
 Bishop Briggs ,170421.407495,6439
 Echo ,170372.303353,6440
 Julian ,170319.725842,6441
 Elder ,170309.95845,6442
 Lost Bayou Ramblers ,170238.573485,6443
 BABYMETAL ,170220.027501,6444
 Ulrich Schnauss ,170211.046245,6445
 Her ,170180.2718,6446
 The Vegabonds ,170157.37502,6447
 Demon Hunter ,170151.96213,6448
 Billy Cobham ,170136.725028,6449
 The Hotelier ,170109.168206,6450
 Resistance ,170024.939348,6451
 Micah P. Hinson ,170008.392065,6452
 Luce ,169991.526402,6453
 Wallis Bird ,169977.415177,6454
 Boston Manor ,169945.311452,6455
 Roska ,169916.984999,6456
 Danny Verde ,169805.904565,6457
 Renée Fleming ,169765.816664,6458
 Saba ,169753.221174,6459
 Tim Timmons ,169727.123799,6460
 Benjamin Damage ,169693.151108,6461
 Melodime ,169663.18888,6462
 Exposure ,169653.372993,6463
 Manowar ,169507.239516,6464
 Betty Who ,169503.819184,6465
 Amir ,169482.613765,6466
 Vice Squad ,169288.091706,6467
 Evan Craft ,169241.52807,6468
 Ozzie ,169240.206908,6469
 Culture Club ,169172.940797,6470
 Greg Osby ,169149.903663,6471
 Charlie Mars ,169147.685601,6472
 PERKiNS ,169138.523934,6473
 Indigo ,169100.928318,6474
 IRREGULAR SYNTH ,169092.240299,6475
 Neville Staple Band ,169080.373176,6476
 The Church Band ,169075.388634,6477
 Heritage ,169007.89796,6478
 Carousel Kings ,168969.650163,6479
 CHRISTINE ,168969.057857,6480
 Mariam ,168965.215646,6481
 Tribulation ,168947.394065,6482
 Art Of Dying ,168925.804837,6483
 David Krakauer ,168922.485408,6484
 Tom Segura ,168854.895462,6485
 SunSquabi ,168801.845984,6486
 Bridget Everett ,168800.90587,6487
 Atilla ,168739.032218,6488
 Aaron Einhouse ,168718.37336,6489
 marco shuttle ,168714.215341,6490
 David Archuleta ,168691.662654,6491
 John Newman ,168685.759695,6492
 Parsonsfield ,168684.205532,6493
 The Atom Age ,168666.172973,6494
 Carsie Blanton ,168624.456802,6495
 Dame ,168614.392167,6496
 Boston Celtics ,168605.853769,6497
 Skin ,168601.239637,6498
 Dälek ,168586.877844,6499
 Brent Birckhead ,168566.093975,6500
 The Djembabe ,168544.217896,6501
 Whiskey ,168543.124157,6502
 Matthew Szlachetka ,168534.689633,6503
 Steve Cole ,168503.791911,6504
 Public Access T.V. ,168475.729036,6505
 Jacob Whitesides ,168466.596371,6506
 Skip&Die ,168451.38674,6507
 Randall ,168449.279525,6508
 Natalia Lafourcade Yo ,168374.413024,6509
 Graham Parker ,168364.770665,6510
 Tigers Jaw ,168323.979001,6511
 Holly Starr ,168266.468881,6512
 Son Volt ,168253.882331,6513
 Gorillaz ,168204.208895,6514
 Formidable Vegetable Sound System ,168193.091562,6515
 Paws ,168180.724843,6516
 Lisa Fischer ,168165.917752,6517
 Particle ,168165.500492,6518
 The Ex ,168147.426637,6519
 Titan ,168098.635701,6520
 LE BOEUF BROTHERS ,168078.167251,6521
 Freeez ,168038.445676,6522
 SAMPHA ,168002.942433,6523
 John Moreland ,167963.563597,6524
 John Corabi ,167915.411984,6525
 Nick Murphy ,167909.716457,6526
 Have Mercy ,167885.273375,6527
 Javier Mendoza ,167874.655648,6528
 Gala ,167847.718056,6529
 Trip Lee ,167840.876543,6530
 Roots Festival ,167819.310474,6531
 Dome ,167812.938606,6532
 Our Lady Peace ,167803.06057,6533
 James Galway ,167770.270722,6534
 Youssou N'Dour ,167733.307637,6535
 Karikatura ,167708.618558,6536
 Martha Davis ,167665.387499,6537
 Heath Harmison ,167656.983645,6538
 Sharon Needles ,167654.894826,6539
 Zenker Brothers ,167649.19817,6540
 Bleep Bloop ,167639.188783,6541
 Gente de Zona ,167638.750316,6542
 Joel Osteen ,167566.150463,6543
 Sanctuary ,167490.12447,6544
 Total Freedom ,167470.912403,6545
 DJ Kidd Madonny ,167430.884039,6546
 Rhapsody ,167423.393105,6547
 Sinner ,167405.390018,6548
 Dorian Paic ,167384.563585,6549
 Mortar ,167370.464348,6550
 Thomas Dybdahl ,167361.603327,6551
 Jherek Bischoff ,167344.138677,6552
 Los Angeles ,167336.388565,6553
 Shades of Bublé ,167309.466916,6554
 David Ramirez ,167301.512516,6555
 Henhouse Prowlers ,167293.091293,6556
 White Hinterland ,167260.404683,6557
 Audion ,167243.074039,6558
 The Wailin' Jennys ,167194.890757,6559
 Dose ,167130.215013,6560
 Tessela ,167122.874513,6561
 Mr. Pink ,167108.916578,6562
 The Official RAY SCOTT Page ,167093.69283,6563
 Roberta Gambarini ,167079.871542,6564
 Bill Medley ,167066.102402,6565
 Skip ,166970.399085,6566
 The Bandits ,166949.997389,6567
 Bombadil ,166947.218537,6568
 Vazik ,166931.512984,6569
 Cara ,166840.02828,6570
 SFJAZZ Collective ,166816.970148,6571
 Lighthouse ,166808.351907,6572
 ProtoMartyr ,166781.849813,6573
 Róisín Murphy ,166725.898893,6574
 Thyladomid ,166669.903022,6575
 Gerald Clayton ,166590.128251,6576
 Mashd N Kutcher ,166545.876156,6577
 Tommy James & The Shondells ,166533.100605,6578
 Tops ,166530.409554,6579
 Michael Malone ,166442.096058,6580
 Viva ,166384.707001,6581
 Azizi Gibson ,166379.579545,6582
 DJ Rap ,166299.505785,6583
 Juan Luis Guerra ,166251.626274,6584
 Guadalupe Plata ,166214.401561,6585
 Spring Groove ,166206.871669,6586
 Andra Day ,166204.678085,6587
 Jaya the Cat ,166115.03363,6588
 Academy of St. Martin in the Fields ,166113.235955,6589
 Nick Mulvey ,166069.288439,6590
 NOUVEAUBEATS ,166060.429211,6591
 Gill Landry ,166021.87406,6592
 Stephanie Mills ,166018.887722,6593
 Midnight River Choir ,165969.584338,6594
 Marc Scibilia ,165964.984423,6595
 All Them Witches ,165914.435613,6596
 Bill Anderson ,165768.536255,6597
 Gene Watson ,165744.320736,6598
 Froth ,165653.63153,6599
 Gabriel Ananda ,165633.223367,6600
 Matthew Herbert ,165497.342022,6601
 Hank Williams Jr. ,165490.240306,6602
 ReOrder ,165477.861266,6603
 Futurebound ,165440.676986,6604
 RDG ,165429.829624,6605
 Didi ,165401.627347,6606
 THE TRUE LOVES ,165399.288639,6607
 Prolix ,165372.361146,6608
 Stars Go Dim ,165316.950333,6609
 Alice Smith ,165299.99716,6610
 Marcus Intalex ,165280.17662,6611
 Jaws ,165260.589151,6612
 Magnum ,165256.767834,6613
 The Bottom Line ,165224.143538,6614
 Howlin' Brothers ,165219.88513,6615
 Elliott Murphy ,165213.005031,6616
 Josh Heinrichs ,165205.965439,6617
 Jonathan Edwards ,165165.289436,6618
 Acid King ,165161.781502,6619
 Skazi ,165156.421166,6620
 THE STRiPES ,165143.217089,6621
 Vanity ,165135.095921,6622
 Sunn O))) ,164954.573766,6623
 Giselle ,164844.508674,6624
 Holiday ,164789.868247,6625
 LeFT ,164704.075042,6626
 Mick Thomas ,164660.778728,6627
 Maysa ,164657.411413,6628
 Nathan East ,164653.269493,6629
 Caroline ,164641.454148,6630
 The Foreign Resort ,164641.407099,6631
 Fantastic Negrito ,164630.889204,6632
 Kenneth Thomas ,164606.923121,6633
 Mipso ,164597.301086,6634
 Pablo Bolivar ,164531.216149,6635
 Night Train ,164522.803114,6636
 Gaura Vani Music ,164477.138863,6637
 John D. Hale Band ,164392.389845,6638
 Moneybrother ,164372.519159,6639
 Sammy Adams ,164360.49383,6640
 Two Friends ,164345.405043,6641
 Sizzla ,164336.80954,6642
 Organ ,164281.721878,6643
 Peter Katz ,164275.436986,6644
 Robin Ordell ,164252.099052,6645
 MATRIX ,164244.830405,6646
 The Get Down ,164118.915141,6647
 Marky ,164030.284157,6648
 Kris Allen ,163990.207714,6649
 Voyager Australia ,163986.790022,6650
 The Royal Philharmonic Orchestra ,163965.873604,6651
 Purling Hiss ,163949.907181,6652
 Porcelain Raft ,163934.721212,6653
 Dirt ,163922.916433,6654
 Liquid ,163766.293418,6655
 Syd Arthur ,163758.037463,6656
 Nils ,163708.045478,6657
 DJ Cassidy ,163685.629282,6658
 Geographer ,163673.441542,6659
 Julien Baker ,163661.482445,6660
 Gabrielle Aplin ,163661.230828,6661
 Jhene Aiko ,163648.807192,6662
 Erasure ,163642.467312,6663
 Kobra and The Lotus ,163585.520724,6664
 Michael Franks ,163573.653573,6665
 ENERGY ,163548.131358,6666
 Portico Quartet ,163516.592881,6667
 Abacabb ,163483.899736,6668
 Tete ,163401.237041,6669
 Ruth ,163389.27261,6670
 Gorguts ,163377.473031,6671
 Craig David ,163376.595692,6672
 Da' T.R.U.T.H. ,163368.844315,6673
 Sera Cahoone ,163349.075662,6674
 Paul Potts ,163340.551694,6675
 Eric Taylor ,163271.982422,6676
 Scream ,163251.731596,6677
 Shaun Groves ,163188.13524,6678
 Pride ,163145.219104,6679
 Porches ,163097.455556,6680
 Chad Andrew ,163082.74777,6681
 Pure Bathing Culture ,163057.631071,6682
 Cattle Decapitation ,163032.161651,6683
 Brett Young ,163023.785597,6684
 Booze ,162998.294007,6685
 Destiny ,162977.379208,6686
 Illuminate ,162975.486976,6687
 Justin Mylo ,162964.836526,6688
 Andre Hommen ,162942.05832,6689
 Scott Stapp ,162897.759313,6690
 Dallas Smith ,162880.576652,6691
 Starsailor ,162827.267283,6692
 Slide ,162740.213969,6693
 Emily Elbert ,162731.846893,6694
 Leftfield ,162683.722743,6695
 Paul Wall ,162631.216067,6696
 J Roddy Walston and The Business ,162626.278557,6697
 Dirty Bourbon River Show ,162574.024412,6698
 Andy Fairweather Low and the Low Riders ,162568.108666,6699
 DJ ClicK ,162524.682651,6700
 Schumann ,162524.37416,6701
